updates	advs	p_loss	v_loss	rw_epi
1.7158706639313103e+23	2.657606451548034e+25	3.959535650949628e+48	4.7045513239557966e+23
4.20566910247721e+21	6.494093826364497e+23	1.323121930216471e+46	5.186579013952457e+23
207683.86497548578	30139566.976047948	5952503644997.467	5.186579013952457e+23
3789293243593.696	562220913069492.94	1.55429853320838e+27	5.186579014017251e+23
10554462121802.172	1677393927623803.8	1.3635194966906496e+28	5.186579014301321e+23
1140905106658.1404	178709990685744.53	5.048745145695369e+26	5.186579014378473e+23
1.4644092070500683e+23	1.956869776451502e+25	2.5865271777087042e+48	7.889839121520159e+23
2.856293421239335e+23	4.490653908617838e+25	1.0007996364920921e+49	1.533069224330177e+24
3.3319509860952036e+23	5.212241834765562e+25	1.365175165689125e+49	2.38455242347047e+24
6.2327417829399745e+22	9.512349909780507e+24	1.20397741023938e+48	2.7334054189278866e+24
19769853566200.074	3081765726307253.0	4.836468955783251e+28	2.7334054189787396e+24
12451302325184.078	1934335120041995.2	2.4942407525728827e+28	2.733405419019397e+24
1.150357361559628e+26	1.7752784179550838e+28	1.4533274330378129e+54	1.9749489874143278e+26
3.428770375262713e+26	5.071154298254299e+28	1.4423817909148923e+55	1.1012318480394719e+27
3.508031658798181e+26	5.127780182932171e+28	1.5423041759152852e+55	2.048069429775542e+27
7.625435392445308e+25	1.1134003116751217e+28	1.770568095279044e+54	2.4648142776721576e+27
3.440628890930439e+17	4.9659147985538515e+19	1.4079482287982738e+37	2.4648142785905854e+27
3.856121978630198e+17	5.57358110532406e+19	1.8119038330610777e+37	2.4648142795981375e+27
2.6584423526375567e+18	3.9905727402215145e+20	8.236671573359157e+38	2.4648142853617472e+27
2.362644624890126e+18	3.645542712583003e+20	7.087469535162743e+38	2.4648142916094469e+27
2.4664061929640463e+18	3.839630503245316e+20	7.796512575689994e+38	2.464814298487302e+27
9.838881368753304e+25	1.5291367167023416e+28	1.1456015805448807e+54	2.6799822969792773e+27
1.2570748644105708e+26	1.9207652714574198e+28	1.946990498487857e+54	3.0130570799295604e+27
1.8909001121026112e+25	2.853996826867174e+27	1.3338732249906241e+53	3.135871710292021e+27
-82697.096660602	-10888548.308465904	929094163357.8689	3.135871710292021e+27
-94744.52971858595	-12432524.471635323	1209541839315.5076	3.135871710292021e+27
-97203.28352107925	-12534261.146267183	2481967312628.9043	3.135871710292021e+27
-15100.558713425182	-1788219.0342760067	28180915868.66324	3.135871710292021e+27
-16502.601636483894	-1966337.1367190245	33674756639.95992	3.135871710292021e+27
-22191.1750304915	-3940797.5230944846	2191832161522.1606	3.135871710292021e+27
21454702635.349487	3103009909506.33	5.169011033970957e+22	3.135871710292021e+27
34394011190.70495	5074326531811.996	1.4635292753061678e+23	3.135871710292021e+27
3.6339759210649176e+21	5.015005012086714e+23	1.688535960161215e+45	3.1358798787190805e+27
5.716027166648346e+21	7.747833231844393e+23	4.088909549892602e+45	3.135896157957205e+27
5.102807477937771e+21	6.927827926779238e+23	3.0948935787530496e+45	3.135909357896599e+27
2.856300204013404e+25	3.821722399945771e+27	1.1085961867993908e+53	3.213034616149433e+27
4.0963767352600097e+23	5.430786966926162e+25	2.6216988157746026e+50	3.222768186859421e+27
3.7079073617414884e+23	5.417642516770335e+25	1.5894735872521053e+49	3.223647507662699e+27
3.8195911360433124e+23	5.600044693350712e+25	1.731592379772863e+49	3.2246550987099913e+27
5.963438816455614e+22	8.724209887155602e+24	1.50339008949391e+48	3.225057056020086e+27
6232681058101146.0	8.220522762294377e+17	4.714885653724954e+33	3.2250570560364604e+27
1.0929892378662424e+29	1.5074431002028387e+31	1.3612734232008124e+60	1.9644633760586944e+29
1.884231064315374e+29	2.8961584336428454e+31	4.754988138532298e+60	7.338411079655761e+29
2.1162698034144286e+29	3.2083125554309766e+31	5.406017560387788e+60	1.3027241422935592e+30
5.079819717425637e+28	7.625413655619168e+30	6.989106471740602e+59	1.5345312155819356e+30
6.025201560559e+17	8.58108408564582e+19	4.510757319884452e+37	1.53453121558357e+30
1.4192358004557218e+16	1.9916828117542879e+18	1.8600049699571992e+35	1.5345312155837672e+30
8.07188510336294e+23	1.0961248243637648e+26	7.239705148162418e+49	1.5345325704618964e+30
2.307371310675901e+24	3.13276354101881e+26	6.615931510601988e+50	1.5345386317504034e+30
